0	7.305137e+02	-9.520240e+02	0.000000e+00	0.000000e+00	7.750000e+03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.968727e-01	0.000000e+00	0.000000e+00	-4.422887e-01	-1.085629e-14	0.000000e+00	0.000000e+00	-1.395987e+04	0.000000e+00	-4.488824e+04	-1.281640e-10	0.000000e+00	0.000000e+00	0.000000e+00	1.402849e-11	-5.250000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e-02	7.295547e+02	-9.512592e+02	0.000000e+00	3.650171e+01	7.702418e+03	0.000000e+00	0.000000e+00	0.000000e+00	-6.482349e-04	8.968703e-01	0.000000e+00	0.000000e+00	-4.422937e-01	1.347183e-02	0.000000e+00	0.000000e+00	-1.396008e+04	0.000000e+00	-4.512371e+04	1.678139e+02	0.000000e+00	0.000000e+00	0.000000e+00	-1.555157e+01	-5.250064e+01	0.000000e+00	0.000000e+00	-1.114234e-01
1.000000e-01	7.285951e+02	-9.504845e+02	0.000000e+00	7.295546e+01	7.654874e+03	0.000000e+00	0.000000e+00	0.000000e+00	-2.236323e-03	8.968549e-01	0.000000e+00	0.000000e+00	-4.423248e-01	2.336578e-02	0.000000e+00	0.000000e+00	-1.396029e+04	0.000000e+00	-4.535951e+04	3.061553e+02	0.000000e+00	0.000000e+00	0.000000e+00	-2.375701e+01	-5.250462e+01	0.000000e+00	0.000000e+00	-3.843957e-01
1.500000e-01	7.276337e+02	-9.497007e+02	0.000000e+00	1.093612e+02	7.607370e+03	0.000000e+00	0.000000e+00	0.000000e+00	-4.152710e-03	8.968196e-01	0.000000e+00	0.000000e+00	-4.423964e-01	2.792576e-02	0.000000e+00	0.000000e+00	-1.396050e+04	0.000000e+00	-4.559566e+04	3.859325e+02	0.000000e+00	0.000000e+00	0.000000e+00	-2.406645e+01	-5.251376e+01	0.000000e+00	0.000000e+00	-7.137983e-01
2.000000e-01	7.266688e+02	-9.489091e+02	0.000000e+00	1.457188e+02	7.559904e+03	0.000000e+00	0.000000e+00	0.000000e+00	-5.832065e-03	8.967640e-01	0.000000e+00	0.000000e+00	-4.425092e-01	2.715202e-02	0.000000e+00	0.000000e+00	-1.396071e+04	0.000000e+00	-4.583213e+04	3.993426e+02	0.000000e+00	0.000000e+00	0.000000e+00	-1.809718e+01	-5.252818e+01	0.000000e+00	0.000000e+00	-1.002458e+00
2.500000e-01	7.256988e+02	-9.481111e+02	0.000000e+00	1.820280e+02	7.512479e+03	0.000000e+00	0.000000e+00	0.000000e+00	-6.892330e-03	8.966929e-01	0.000000e+00	0.000000e+00	-4.426532e-01	2.242363e-02	0.000000e+00	0.000000e+00	-1.396091e+04	0.000000e+00	-4.606892e+04	3.574113e+02	0.000000e+00	0.000000e+00	0.000000e+00	-8.754101e+00	-5.254658e+01	0.000000e+00	0.000000e+00	-1.184704e+00
3.000000e-01	7.247224e+02	-9.473074e+02	0.000000e+00	2.182886e+02	7.465093e+03	0.000000e+00	0.000000e+00	0.000000e+00	-7.194923e-03	8.966142e-01	0.000000e+00	0.000000e+00	-4.428125e-01	1.584294e-02	0.000000e+00	0.000000e+00	-1.396112e+04	0.000000e+00	-4.630601e+04	2.831508e+02	0.000000e+00	0.000000e+00	0.000000e+00	8.022027e-01	-5.256694e+01	0.000000e+00	0.000000e+00	-1.236716e+00
3.500000e-01	7.237393e+02	-9.464984e+02	0.000000e+00	2.545001e+02	7.417748e+03	0.000000e+00	0.000000e+00	0.000000e+00	-6.828493e-03	8.965361e-01	0.000000e+00	0.000000e+00	-4.429707e-01	9.532211e-03	0.000000e+00	0.000000e+00	-1.396133e+04	0.000000e+00	-4.654340e+04	2.030410e+02	0.000000e+00	0.000000e+00	0.000000e+00	8.036916e+00	-5.258716e+01	0.000000e+00	0.000000e+00	-1.173731e+00
4.000000e-01	7.227495e+02	-9.456841e+02	0.000000e+00	2.906624e+02	7.370444e+03	0.000000e+00	0.000000e+00	0.000000e+00	-6.036661e-03	8.964646e-01	0.000000e+00	0.000000e+00	-4.431154e-01	5.076639e-03	0.000000e+00	0.000000e+00	-1.396153e+04	0.000000e+00	-4.678108e+04	1.393999e+02	0.000000e+00	0.000000e+00	0.000000e+00	1.157116e+01	-5.260565e+01	0.000000e+00	0.000000e+00	-1.037626e+00
4.500000e-01	7.217537e+02	-9.448639e+02	0.000000e+00	3.267750e+02	7.323180e+03	0.000000e+00	0.000000e+00	0.000000e+00	-5.120638e-03	8.964028e-01	0.000000e+00	0.000000e+00	-4.432404e-01	3.228384e-03	0.000000e+00	0.000000e+00	-1.396174e+04	0.000000e+00	-4.701904e+04	1.054492e+02	0.000000e+00	0.000000e+00	0.000000e+00	1.129505e+01	-5.262163e+01	0.000000e+00	0.000000e+00	-8.801728e-01
